Fiscal_Quarter,Revenue_USD
Q1-2025,7543.669900000001
Q2-2025,3721.4957
Q1-2025,14.77026
Q2-2024,27.363669
Q3-2024,80.3287686
Q4-2024,57.3265795
Q1-2023,11906.26184
Q1-2024,7987.799040000001
Q2-2025,13334.733
Q3-2022,5044.21371
Q3-2024,11612.62892
Q3-2025,3505.2830400000007
Q4-2022,5789.834750000001
Q4-2023,2852.15504
Q3-2023,850.38966
Q4-2023,1869.1952200000003
Q1-2025,52213.08844000001
Q2-2022,20744.5966
Q2-2023,58003.35156
Q2-2024,16858.851240000004
Q2-2025,70860.74958000002
Q3-2022,103379.58504
Q3-2023,6867.54936
Q3-2024,76014.73065000001
Q3-2025,14322.233760000005
Q3-2026,23708.60744
Q4-2023,65724.33604000001
Q2-2022,5992.044
Q2-2023,4586.448
Q2-2024,4684.518
Q3-2023,16973.492
Q3-2024,6683.403
Q4-2022,5944.246
Q4-2023,15682.189
Q1-2023,4438.39284
Q1-2025,7626.305249999999
Q2-2024,3154.7642400000004
Q2-2025,3266.916300000001
Q3-2022,1271.51262
Q3-2023,1095.0924599999998
Q3-2024,566.89065
Q3-2025,3087.00288
Q4-2022,2977.1658000000007
Q1-2025,2937.92275
Q2-2023,6425.916249999999
Q2-2027,19633.046
Q2-2028,6730.41
Q3-2023,17413.5325
Q3-2025,10605.7755
Q3-2026,6074.759999999999
Q4-2022,13267.57625
Q4-2023,8017.307999999999
Q4-2028,12227.51525
Q1-2022,460.910976
Q2-2022,2874.964608
Q3-2022,6315.946176
Q4-2022,772.384896
Q1-2023,17743.02
Q1-2024,21573.28
Q2-2023,25514.72
Q2-2024,23994.17
Q2-2026,20299.07
Q3-2022,28240.81
Q3-2023,22424.570000000003
Q3-2026,10935.97
Q4-2022,35242.97
Q4-2025,10971.94
Q4-2026,11949.670000000002
Q1-2024,7.1072464
Q1-2025,1.3768704
Q2-2023,16.6971
Q2-2024,5.460060800000001
Q3-2024,12.2672704
Q4-2023,2.077656
Q4-2024,3.0187432000000003
Q2-2022,14674.458600000002
Q2-2025,5114.7632
Q3-2023,5758.1320000000005
Q3-2025,8460.7768
Q4-2022,2149.856
Q4-2023,5801.712
Q4-2024,6975.737
Q4-2025,7510.648800000001
Q2-2022,8994.12
Q2-2024,9350.186
Q3-2022,10043.04
Q3-2023,1520.28
Q3-2025,20916.764
Q4-2022,13595.318
Q4-2023,12810.537
Q1-2022,2471.12
Q2-2022,15479.558
Q1-2023,13111.514619999998
Q2-2023,15551.38564
Q3-2023,598.956
Q4-2022,10539.96208
Q4-2023,13316.81282
Q1-2022,1379.2735
Q1-2025,1254.28006
Q1-2026,4478.221
Q2-2025,8314.02
Q2-2026,5202.2652
Q3-2023,2996.75376
Q3-2024,4489.24872
Q4-2023,542.39328
Q4-2024,603.19182
Q4-2026,2898.9523200000003
Q1-2022,1349.3506
Q1-2023,687.04285
Q2-2022,2708.9751
Q3-2022,2991.7673500000005
Q4-2022,1368.276
Q1-2023,5527.75048
Q4-2022,6852.5149
Q1-2023,294.2892
Q1-2024,80.77481999999999
Q1-2025,42.561072
Q2-2023,23.298462
Q3-2024,67.23216
Q3-2025,34.29864
Q1-2022,31646.21307
Q2-2022,5092.3274
Q4-2022,5447.501859999999
Q4-2023,1509.21372
Q1-2023,27382.76418000001
Q1-2024,22369.49012
Q2-2024,40455.76311
Q3-2023,26833.359490000006
Q4-2023,57816.04596
Q1-2023,3156.49612
Q1-2025,7531.820430000001
Q3-2024,5894.00496
Q4-2022,900.5580000000002
Q4-2024,4165.7663600000005
Q2-2022,103.77920000000002
Q2-2025,137.65808
Q3-2022,95.9728
Q3-2025,369.21920000000006
Q4-2023,785.6149
Q1-2024,1077.8572799999995
Q1-2025,6130.313279999999
Q2-2024,2092.70576
Q2-2025,3247.02901
Q3-2024,13682.819699999998
Q3-2025,6307.28936
Q4-2024,7028.55367
Q3-2022,2606.0440000000003
Q4-2022,11967.9058
Q1-2023,18882.27618
Q1-2025,15718.01784
Q1-2026,25561.13252
Q2-2025,3293.05666
Q2-2026,3799.7638
Q3-2022,19676.14048
Q3-2023,15016.861
Q3-2024,3588.1056
Q4-2023,24496.61852
Q4-2024,2802.55472
Q2-2025,4321.474200000001
Q1-2023,157.15458
Q1-2024,15.59331
Q1-2025,204.349536
Q3-2022,30.549312
Q3-2025,24.582708
Q4-2022,67.69830599999999
Q4-2023,135.70829999999998
Q1-2024,6739.803
Q2-2024,37273.264
Q3-2024,37809.278
Q4-2024,40686.295
Q1-2025,12231.797
Q2-2025,5053.248
Q3-2023,977.865
Q4-2023,4414.906
Q4-2024,1658.3
Q1-2024,1155.577152
Q2-2022,1931.686984
Q2-2024,158.28431999999998
Q3-2022,465.0892400000001
Q3-2023,922.799488
Q3-2024,757.671516
Q4-2022,1959.985764
Q4-2023,1203.615826
Q4-2024,1010.867848
Q1-2023,3763.43798
Q1-2024,849.6894599999999
Q1-2025,804.93648
Q2-2024,617.88076
Q3-2023,4878.54176
Q3-2024,2264.62718
Q3-2025,757.2235
Q4-2022,2348.0969600000003
Q4-2023,544.48164
Q4-2024,2409.30976
Q1-2023,186.613725
Q2-2023,652.8335400000001
Q2-2024,33.136950000000006
Q3-2024,119.48891
Q4-2023,28.32102
Q2-2024,415.18332
Q2-2025,78.91668000000001
Q3-2024,1353.87342
Q4-2024,1291.8833100000002
Q2-2024,3515.33066
Q2-2025,4464.164760000001
Q4-2022,2121.7329600000003
Q4-2023,1242.4365
Q4-2024,5209.77054
Q4-2025,1857.50388
Q1-2024,48292.283
Q2-2023,2.890272
Q2-2024,3.0841808000000004
Q2-2025,6.0640248
Q3-2025,3.922912
Q1-2022,1726.8804
Q1-2023,448.3104
Q1-2025,177.58720000000002
Q2-2022,327.672
Q2-2025,3248.6136000000006
Q3-2022,1374.9120000000005
Q4-2022,1297.1668000000002
Q4-2024,2820.242
Q4-2025,360.876
Q2-2024,80674.787
Q3-2024,18473.747
Q4-2024,24299.528
Q1-2023,1158.9314
Q1-2024,1243.6776
Q2-2023,2132.65734
Q2-2024,1259.61968
Q3-2023,2573.14442
Q4-2023,1225.1041
Q1-2023,22697.741
Q2-2023,7105.8240000000005
Q3-2023,7587.398
Q3-2024,7944.36
Q4-2022,12418.876
Q4-2023,6060.1320000000005
Q1-2023,3715.646
Q1-2024,4485.759
Q2-2024,1822.168
Q2-2025,3431.01
Q3-2024,1220.658
Q4-2022,2221.266
Q4-2023,394.281
Q1-2025,4890.3686
Q2-2024,4349.319
Q2-2025,1165.27775
Q3-2024,2272.76855
Q4-2023,1802.0554500000003
Q4-2024,199.2978
Q1-2022,30492.27595
Q1-2023,29050.7745
Q2-2022,31728.521939999995
Q4-2022,48611.64854
Q4-2023,24492.16014
Q2-2022,2.6108297999999994
Q3-2022,2.1889308
Q2-2022,4222.915059999999
Q2-2023,4433.89764
Q3-2023,15263.937080000002
Q4-2022,7358.808
Q1-2023,14.272524
Q2-2023,13.122552
Q3-2024,21.547152
Q3-2025,10.110888
Q2-2022,26918.16
Q2-2023,3232.482
Q2-2024,10607.58
Q2-2025,1962.87
Q2-2026,29361.258
Q3-2024,10554.522
Q4-2023,35662.872
Q4-2025,35738.67
Q1-2024,4771.917
Q2-2023,4146.8460000000005
Q3-2022,1267.294
Q3-2023,6058.388
Q4-2022,4799.97
Q4-2023,3139.127
Q1-2023,9609.72822
Q1-2024,35020.68561
Q1-2025,11814.18237
Q2-2023,723.81708
Q2-2024,5513.00904
Q2-2025,577.6274700000001
Q3-2025,4242.96468
Q4-2023,7603.731360000001
Q1-2023,6427.41939
Q1-2025,20362.38129
Q2-2022,14977.521000000002
Q2-2023,28024.75071
Q2-2024,1515.08988
Q3-2022,32563.959390000004
Q3-2025,1765.47924
Q4-2022,15768.662040000005
Q4-2023,11677.81941
Q4-2024,29851.07445
Q1-2023,164.40592
Q1-2024,616.282688
Q2-2023,55.59136000000001
Q2-2024,284.16940800000003
Q3-2023,83.8656
Q3-2024,81.98566400000001
Q3-2025,441.16473600000006
Q4-2023,449.190304
Q4-2024,149.629376
Q2-2023,4437.70174
Q4-2022,3511.42083
Q1-2023,42756.159
Q1-2028,12351.35
Q1-2029,3412.836
Q3-2023,2985.013
Q3-2024,16820.811999999998
Q3-2025,30162.198
Q3-2027,26893.704
Q3-2029,28370.232
Q4-2025,3484.197
Q4-2027,1874.972
Q4-2028,28350.135
Q1-2024,18258.46465
Q2-2024,18708.52238
Q3-2024,11057.03412
Q4-2023,33141.238540000006
Q1-2025,79.81416
Q2-2023,121.170816
Q3-2022,223.64559
Q3-2024,17.700120000000002
Q3-2025,116.233812
Q1-2022,23420.54712
Q1-2024,4672.1232
Q2-2022,21840.0048
Q2-2025,18160.6656
Q3-2023,33706.21856
Q3-2025,4228.09138
Q4-2022,27666.98088
Q4-2023,5477.52218
Q4-2025,51759.85056
Q2-2022,4138.99596
Q2-2026,17108.7708
Q3-2024,6075.921600000001
Q3-2027,22577.98968
Q4-2022,29650.094980000005
Q4-2023,61400.59489000001
Q4-2024,31720.296010000005
Q4-2026,32374.32653
Q4-2027,84007.30498
Q1-2024,185.44
Q2-2023,1386.456
Q2-2024,1557.717
Q3-2023,1154.7116
Q3-2024,156.0216
Q4-2023,3703.8708
Q1-2024,5.616032000000001
Q2-2024,9.9789408
Q3-2024,9.7505264
Q4-2023,12.3617464
Q1-2022,4530.51088
Q1-2023,8068.924480000001
Q1-2025,1583.1153
Q2-2022,1619.79636
Q2-2024,1592.32386
Q2-2025,3035.7834
Q3-2022,1277.4472
Q3-2023,11038.31434
Q4-2022,1642.8739999999998
Q1-2022,1853.472
Q1-2024,683.52
Q1-2026,2027.808
Q2-2022,3085.92
Q3-2022,2563.776
Q3-2023,3168.192
Q3-2024,8335.488000000001
Q4-2025,7410.719999999999
Q1-2022,1058.244096
Q1-2023,2561.5618560000003
Q1-2024,1637.726208
Q2-2022,1253.053312
Q2-2023,1976.454016
Q3-2022,910.281856
Q4-2022,342.261504
Q4-2023,1593.869952
Q1-2022,97.2036065
Q1-2026,64.2410223
Q2-2026,14.2669527
Q3-2023,22.2573624
Q3-2025,54.036346
Q4-2022,38.7706592
Q4-2023,81.2064162
Q4-2024,118.5561468
Q4-2025,84.33738950000001
Q1-2024,663.1039999999999
Q3-2022,7145.641
Q3-2023,9964.913
Q3-2024,21802.116
Q4-2022,952.778
Q4-2023,8779.73
Q4-2024,10038.996
Q3-2025,1051.48485
Q4-2025,46772.554
Q1-2022,4031.46639
Q1-2023,268.83090000000004
Q1-2024,2775.8943000000004
Q1-2025,5971.58055
Q1-2026,2837.39976
Q2-2023,2941.09245
Q2-2024,2255.0157000000004
Q2-2025,3766.25187
Q2-2026,3738.55581
Q3-2023,2317.1248800000003
Q3-2024,848.11374
Q4-2022,551.2044599999999
Q4-2024,438.09498
Q4-2025,315.1872
Q1-2023,33276.016
Q1-2028,37468.28
Q2-2027,18168.964
Q3-2022,50205.869000000006
Q3-2023,48577.767
Q3-2024,2490.468
Q3-2025,30307.411
Q3-2027,41790.924
Q4-2025,36174.79
Q4-2027,12202.278
Q1-2023,10134.3949
Q2-2022,5632.725420000001
Q2-2023,9926.5428
Q2-2024,3100.1627400000007
Q4-2022,4071.69173
Q4-2023,1490.7472200000002
Q4-2024,6876.653040000001
Q1-2023,11.235826800000002
Q1-2024,5.622676400000001
Q2-2023,17.4039954
Q2-2024,40.5023839
Q3-2023,10.9020087
Q3-2024,9.1592908
Q4-2022,2.2327448000000003
Q4-2023,39.01063980000001
Q4-2024,19.0960495
Q2-2022,5909.7667200000005
Q3-2022,1407.24078
Q3-2023,2968.8098000000005
Q4-2022,1284.0335200000002
Q4-2023,8905.95772
Q1-2022,4902.4886400000005
Q1-2025,875.3027000000002
Q1-2027,0.0
Q2-2023,655.44752
Q2-2024,713.88896
Q2-2026,4580.60292
Q3-2023,4568.784050000001
Q3-2024,6262.217860000001
Q4-2023,4583.1448
Q4-2026,3418.66837
Q1-2023,45.8408171
Q2-2023,89.5328102
Q3-2025,74.6865683
Q4-2022,32.78511
Q4-2023,128.9016484
Q4-2024,82.5054214
Q1-2023,15031.114170000004
Q1-2024,3993.53328
Q1-2025,2546.8896400000003
Q2-2023,3090.7832900000003
Q2-2024,1311.07816
Q3-2024,19725.88696
Q4-2022,1475.48286
Q4-2023,8992.210060000001
Q4-2025,8166.803200000001
Q1-2023,17518.845839999998
Q1-2024,16256.2941
Q2-2023,48318.788400000005
Q3-2024,14010.23204
Q4-2022,17341.7853
Q4-2023,24829.34136
Q1-2022,288.20484000000005
Q2-2022,111.58056
Q2-2023,344.38768000000005
Q2-2027,781.0539800000001
Q3-2025,109.8993
Q4-2022,749.9620800000001
Q4-2023,1634.0485
Q1-2024,6917.802
Q1-2025,2061.0
Q2-2022,1708.34
Q2-2024,6073.704000000001
Q2-2025,794.64
Q3-2022,7103.580000000001
Q3-2023,7204.395
Q3-2025,6165.996000000001
Q4-2024,11588.81
Q2-2022,7225.605
Q3-2022,13987.012
Q4-2022,25655.129
Q1-2024,771.12486
Q1-2025,4278.8277
Q1-2026,4700.21952
Q1-2027,1785.88543
Q2-2023,1623.0187199999998
Q3-2022,5931.08567
Q3-2024,856.4413400000001
Q3-2026,2414.6334
Q4-2025,970.15123
Q1-2023,32.222232000000005
Q1-2024,94.865856
Q2-2024,95.299776
Q2-2025,165.57025199999998
Q3-2023,66.409032
Q3-2024,120.89482800000002
Q4-2022,14.834388
Q4-2024,79.99977600000001
Q4-2025,25.762536
Q1-2022,5191.631850000001
Q1-2023,31220.015440000003
Q1-2025,6632.675070000001
Q2-2027,34128.009
Q3-2023,6439.05074
Q4-2022,43678.59118000001
Q4-2025,31003.816120000003
Q3-2022,2303.174
Q4-2022,1367.1419999999998
Q2-2022,164519.05501
Q3-2022,176742.31860000003
Q1-2023,14.5678779
Q2-2023,6.481639799999998
Q3-2022,8.2981065
Q3-2023,4.829374499999999
Q4-2022,15.129327599999998
Q2-2022,9720.811
Q3-2022,12629.679
Q1-2024,162185.49597000002
Q2-2024,4682.88634
Q1-2022,7679.232000000001
Q1-2026,7478.251
Q1-2027,1464.3650000000002
Q2-2022,9640.257
Q2-2023,17054.946
Q2-2025,2022.1
Q3-2024,976.695
Q3-2026,1212.396
Q4-2022,3113.33
Q1-2023,4037.74275
Q1-2024,9231.62111
Q2-2023,6379.75737
Q2-2024,1966.95314
Q3-2022,4374.18734
Q3-2023,1536.64158
Q4-2022,3627.89724
Q4-2023,2443.06598
Q1-2023,307.820358
Q2-2023,58.072248
Q4-2022,235.12113
Q1-2024,1502.397528
Q1-2025,552.918324
Q2-2023,30.922512000000005
Q2-2024,416.2266
Q2-2025,457.224192
Q4-2024,744.23592
Q4-2025,143.09946
Q1-2024,2939.40252
Q2-2025,921.83103
Q3-2024,4279.46328
Q3-2025,464.7812400000001
Q4-2023,987.72696
Q4-2024,477.7185600000001
Q4-2025,1171.5289200000002
Q1-2024,2918.4750000000004
Q1-2025,5869.26305
Q2-2022,3164.6951000000004
Q2-2024,1956.11836
Q3-2022,5285.57568
Q3-2023,14160.69903
Q3-2024,797.08212
Q4-2022,6541.45733
Q4-2023,5399.424
Q1-2024,2.7901490999999994
Q2-2024,2.2023576
Q2-2025,2.481882
Q3-2024,3.3402897
Q4-2024,4.590309599999999
Q1-2024,4096.12133
Q2-2023,1321.96516
Q3-2022,2268.80228
Q3-2023,7798.95248
Q4-2023,4355.84469
Q2-2024,188.5952
Q3-2022,542.9466
Q1-2025,456.088452
Q2-2022,1019.487924
Q2-2023,198.69616800000003
Q2-2025,1296.0918960000004
Q3-2022,225.591522
Q3-2023,95.22788
Q3-2024,1370.770376
Q3-2025,1333.125128
Q4-2022,1116.194688
Q4-2023,183.54912
Q1-2025,73098.09557
Q2-2025,22601.4116
Q2-2023,628.486202
Q3-2023,530.4204980000001
Q3-2024,6878.300740000001
Q4-2024,167.93634
Q1-2024,1902.922
Q2-2023,2108.26
Q2-2024,569.138
Q3-2022,40543.598
Q3-2023,11594.49
Q4-2022,1485.0200000000002
Q4-2024,6972.638999999999
Q1-2022,333.26607599999994
Q1-2023,42.559560000000005
Q1-2025,173.873952
Q2-2022,473.765706
Q2-2023,42.285024
Q2-2024,84.87828
Q2-2025,385.39314
Q3-2023,366.859692
Q4-2023,151.820352
Q4-2025,323.4492
Q1-2023,886.8792600000002
Q1-2024,271.93644
Q1-2025,205.5375
Q2-2023,46.78128
Q2-2024,66.89304
Q3-2023,69.69159
Q3-2024,998.89848
Q4-2022,582.46695
Q4-2023,1044.9518400000002
Q4-2024,744.00552
Q4-2025,148.8186
Q3-2025,27.3312564
Q4-2025,3.6717528
Q1-2024,23.7333765
Q1-2025,12.6685074
Q2-2024,26.0643869
Q2-2025,4.8811644
Q3-2025,27.831934000000004
Q4-2023,24.764339000000003
Q4-2024,60.0214676
Q1-2025,1878.79812
Q2-2023,3849.26306
Q2-2024,2357.75829
Q3-2023,2325.87579
Q4-2023,2928.13785
Q4-2024,924.3963
Q1-2024,40.697748
Q1-2025,91.625976
Q1-2027,139.892472
Q2-2022,16.423398
Q2-2023,179.34075
Q2-2024,312.429132
Q2-2025,91.137564
Q2-2026,135.3375
Q2-2027,127.220868
Q3-2026,170.613468
Q4-2024,83.37032999999998
Q1-2022,115.55592
Q1-2024,307.56072
Q1-2025,123.67872
Q2-2022,60.44832
Q2-2024,122.847852
Q2-2025,13.79754
Q2-2026,53.787888
Q3-2023,139.901568
Q3-2026,107.520396
Q4-2022,189.163344
Q4-2023,172.81036799999998
Q1-2022,15011.202700000002
Q1-2025,7322.846700000001
Q1-2026,4931.9725
Q1-2028,16354.7826
Q2-2022,17929.8522
Q2-2027,17540.5581
Q3-2023,8069.817599999999
Q3-2025,15195.273600000002
Q3-2026,37734.041150000005
Q3-2027,16951.7517
Q3-2028,3036.059
Q4-2022,19913.66
Q4-2023,9279.075
Q1-2023,280.75586400000003
Q1-2024,134.15856000000002
Q1-2025,25.240488
Q2-2023,141.596352
Q2-2025,134.503848
Q3-2023,131.549628
Q3-2024,146.95714800000002
Q3-2025,47.712168
Q4-2023,160.11648000000002
Q1-2027,3931.63
Q2-2022,15874.760000000002
Q2-2024,1367.95
Q3-2024,1322.17
Q3-2025,18304.370000000003
Q4-2023,31563.13
Q1-2023,709.3407199999999
Q1-2025,9360.50325
Q1-2026,8457.056999999999
Q2-2025,4303.776
Q2-2026,8481.85248
Q3-2022,7907.54578
Q4-2023,1667.9925999999998
Q4-2024,3680.18568
Q4-2025,14969.86465
Q1-2025,1066.46908
Q3-2024,1690.38072
Q3-2025,141.28362
Q1-2022,34822.849
Q1-2023,24475.9
Q1-2024,6532.929999999999
Q1-2025,1588.932
Q3-2023,16074.761
Q3-2024,2584.127
Q3-2025,15128.289
Q4-2022,16230.9
Q4-2023,17301.766
Q4-2025,13815.06
Q1-2022,23605.29615
Q3-2022,10254.54669
Q3-2026,7063.768980000001
Q3-2027,0.0
Q4-2025,11952.90839
Q4-2026,24367.255200000003
Q1-2022,18131.823
Q1-2024,24864.336
Q1-2027,2053.726
Q1-2028,28554.596
Q2-2022,8077.173000000001
Q2-2023,23503.89
Q2-2025,7961.289000000001
Q3-2024,12256.536
Q3-2027,16121.774
Q3-2028,22741.568
Q4-2023,15900.459
Q4-2024,20212.284
Q4-2025,8906.944
Q4-2027,8633.583
Q2-2023,461.591
Q2-2024,1243.463
Q4-2023,143.704
Q1-2025,209.46408
Q2-2025,2341.0421720000004
Q1-2024,420.293508
Q2-2024,38.562192
Q2-2025,752.174832
Q3-2025,265.248372
Q4-2025,126.69702
Q1-2023,18383.92365
Q1-2024,7784.945680000001
Q2-2023,9881.426610000002
Q3-2023,42341.400980000006
Q4-2022,30685.43148
Q4-2023,47124.16511
Q1-2022,9270.55137
Q1-2024,8256.712940000001
Q1-2025,10635.24772
Q2-2022,3012.5594400000004
Q2-2024,5697.791880000001
Q2-2025,5788.6412
Q3-2022,4830.82768
Q4-2022,8406.189
Q4-2024,4764.373650000001
Q1-2024,7230.56664
Q1-2027,4899.49042
Q1-2028,13346.71184
Q2-2022,8869.658819999999
Q2-2024,8676.481
Q2-2028,5273.35336
Q3-2022,8717.9752
Q3-2024,5990.123919999999
Q3-2025,12541.14224
Q3-2026,8440.098479999999
Q4-2022,16672.15836
Q4-2024,8609.71408
Q4-2027,3844.81548
Q1-2022,2.8649524000000004
Q1-2024,0.1676768
Q1-2025,0.6379382
Q1-2026,0.508664
Q1-2028,0.1977285
Q3-2022,2.3311929
Q3-2028,0.479655
Q4-2024,0.5394675
Q4-2025,0.4991595
Q4-2026,0.1645392
Q1-2023,8.9148816
Q2-2022,7.558336799999999
Q2-2025,11.062908
Q3-2022,6.8173476
Q3-2023,0.8832059999999998
Q3-2025,1.9637148
Q1-2023,2734.10748
Q2-2022,818.748
Q2-2023,567.5346000000001
Q2-2024,8160.306660000001
Q3-2024,669.2341500000001
Q4-2023,3289.9413600000007
Q4-2024,4910.9085000000005
Q1-2023,3059.6136500000007
Q1-2024,1126.7635200000002
Q1-2025,5612.30645
Q2-2025,3361.887
Q3-2022,3378.0146400000003
Q3-2023,991.9872
Q3-2025,2702.6386500000003
Q4-2022,3537.30724
Q1-2023,10271.61936
Q2-2023,12080.88965
Q3-2022,15403.64238
Q3-2023,16379.34716
Q4-2022,25805.89279
Q4-2023,17580.461760000002
Q1-2023,555.917148
Q1-2026,68.548272
Q2-2022,441.619152
Q2-2023,211.450752
Q2-2025,801.934128
Q2-2026,432.868464
Q3-2023,164.118312
Q3-2024,321.6948
Q4-2022,468.38274
Q4-2024,560.284908
Q1-2022,14.7778358
Q1-2023,3.5302176000000003
Q1-2024,15.988427
Q1-2025,1.5323672000000002
Q1-2026,13.3187145
Q2-2023,8.7972976
Q3-2023,24.2135075
Q3-2025,4.8865271
Q4-2022,12.7387624
Q4-2024,6.1613643
Q2-2025,6933.54624
Q3-2025,892.9028160000001
Q2-2025,2492.83545
Q3-2022,8613.3871
Q3-2023,1081.72036
Q3-2024,6190.188480000001
Q3-2026,5964.40806
Q4-2022,8730.28306
Q4-2025,1571.98492
Q1-2024,1307.943936
Q1-2025,472.115616
Q2-2024,955.30176
Q3-2024,1273.2894720000002
Q4-2023,244.031232
Q4-2024,843.3626879999999
Q1-2024,194.774208
Q1-2025,66.884544
Q2-2024,399.901248
Q3-2024,98.642016
Q3-2025,301.104288
Q4-2023,199.643904
Q4-2024,80.933472
Q4-2025,181.0944
Q1-2023,6.932509199999999
Q2-2024,38.4137784
Q3-2023,9.5229108
Q4-2023,12.7979568
Q4-2024,3.3556248
Q1-2024,15.979056
Q2-2022,24.283656
Q2-2023,51.759288
Q2-2024,100.076964
Q2-2025,24.781416
Q3-2022,11.413704
Q3-2023,94.494876
Q3-2024,49.148928000000005
Q4-2023,53.86056000000001
Q1-2024,4015.856480000001
Q2-2023,2922.9876
Q2-2024,6102.914360000001
Q3-2023,3665.2841400000007
Q3-2024,2114.03211
Q4-2022,2276.54784
Q4-2024,4726.979020000001
Q1-2024,47675.77160000001
Q1-2025,39378.370050000005
Q2-2023,7516.08628
Q2-2027,13886.29044
Q3-2024,35624.47109000001
Q3-2025,22095.67667
Q4-2025,9630.15872
Q4-2026,45564.10588
Q1-2023,3511.084608
Q1-2024,3129.336192
Q2-2025,4316.207904
Q3-2022,145.480704
Q3-2024,779.725632
Q3-2025,2424.5130240000003
Q4-2025,306.256896
Q1-2022,9794.002
Q2-2022,13262.991
Q3-2022,32474.931
Q1-2026,2122.2071100000003
Q2-2022,7688.91123
Q2-2028,6632.636920000001
Q2-2029,3594.29244
Q3-2022,5017.095600000001
Q3-2027,2554.3975600000003
Q3-2029,10799.14121
Q4-2024,2923.44104
Q4-2026,1073.6064
Q4-2027,4524.05481
Q1-2025,1508.48112
Q2-2022,1971.7462800000003
Q2-2027,5202.3961
Q3-2025,3221.46864
Q1-2023,17.6009218
Q2-2024,19.6764876
Q3-2022,5.2348604
Q3-2023,18.511416
Q3-2024,46.3034264
Q4-2024,40.1492553
Q1-2022,1122.763
Q1-2026,800.8764
Q2-2023,333.774
Q2-2024,748.6950000000002
Q3-2022,1151.7988
Q3-2024,365.07700000000006
Q4-2022,1136.4840000000002
Q4-2024,334.8378
Q1-2023,66.15388800000001
Q1-2024,102.30192000000002
Q1-2025,174.44736
Q2-2023,9.449952
Q2-2024,150.64786800000002
Q3-2023,25.980228
Q4-2023,75.2103
Q1-2023,12.060432
Q1-2024,14.974008
Q1-2022,8.29917
Q1-2023,5.5333872
Q1-2026,7.2126428
Q2-2023,0.8503176
Q3-2025,4.128220799999999
Q3-2026,0.3903812
Q4-2024,2.2299057
Q1-2023,9292.59
Q1-2024,10193.850000000002
Q1-2028,433.89
Q1-2029,5053.860000000001
Q2-2022,4418.820000000001
Q2-2024,1146.42
Q2-2026,1904.04
Q3-2022,346.14000000000004
Q3-2023,4916.43
Q3-2027,2189.9700000000003
Q3-2028,1943.46
Q4-2023,1241.46
Q4-2024,5185.62
Q4-2027,2982.15
Q1-2024,1262.34099
Q2-2024,377.23698
Q4-2023,941.13954
Q1-2023,0.8595295999999999
Q2-2024,0.5542400000000001
Q2-2025,0.765364
Q3-2024,0.151848
Q4-2022,0.531776
Q4-2024,0.6841368
Q2-2025,555.7880999999999
Q3-2022,240.87
Q1-2024,2272.7326000000003
Q1-2025,1196.8048
Q2-2023,1434.6812
Q2-2025,1084.3856
Q3-2023,1108.8784
Q3-2025,1153.4272
Q4-2022,1588.8512
Q4-2023,631.8508
Q1-2024,1571.9531699999998
Q2-2023,2707.9342599999995
Q3-2023,1453.60488
Q1-2023,5385.255000000001
Q1-2024,6521.19
Q2-2022,6532.834
Q2-2023,5062.208
Q2-2025,6913.167
Q3-2023,7097.090000000001
Q3-2024,12100.914
Q3-2025,1795.794
Q4-2023,5205.143
Q1-2022,12391.57344
Q1-2025,71704.60687
Q2-2023,59006.93309
Q2-2026,26687.8761
Q3-2023,60329.2655
Q3-2025,81421.90782000001
Q3-2026,26283.78585
Q3-2027,99212.99573
Q4-2024,9141.60219
Q1-2023,5554.475550000001
Q1-2024,8034.72605
Q1-2025,1347.1328
Q1-2026,12878.028150000002
Q1-2027,8560.214
Q2-2025,1054.6536
Q3-2022,4796.6581
Q3-2024,7615.608
Q3-2026,6005.8752
Q4-2024,1272.9132000000002
Q4-2025,5228.609100000001
Q3-2022,13634.99506
Q4-2022,2571.09818
Q1-2023,15954.03243
Q1-2026,5938.58596
Q1-2027,4060.8822
Q2-2023,64851.119600000005
Q2-2025,63506.66019
Q3-2024,2710.7253600000004
Q3-2026,32889.57280000001
Q3-2027,37194.28037
Q4-2022,36141.00574
Q4-2028,15617.868800000002
Q1-2023,15.7293576
Q1-2024,33.40089
Q2-2023,43.0510068
Q3-2023,46.7794692
Q2-2025,1354.5135
Q3-2025,3125.25975
Q1-2025,13613.91825
Q4-2024,13413.0585
Q1-2022,14714.895360000004
Q1-2023,1825.16576
Q2-2025,6747.374680000001
Q3-2022,12129.30418
Q3-2023,3147.4229600000003
Q3-2024,4009.7285000000006
Q3-2025,11911.7925
Q4-2022,4210.83568
Q4-2023,17487.32562
Q1-2024,168.190836
Q2-2022,497.1188120000001
Q3-2022,2076.09782
Q3-2023,1060.571412
Q4-2023,328.457248
Q1-2022,43090.41534
Q1-2023,46672.6362
Q1-2026,16277.668999999998
Q2-2024,11591.85432
Q2-2025,57644.27505999999
Q3-2023,37364.7978
Q3-2025,63641.39045999999
Q4-2022,13720.68336
Q1-2022,2108.343776
Q1-2023,219.244032
Q1-2026,903.767172
Q1-2027,666.429106
Q2-2022,2418.716146
Q2-2024,216.99405
Q2-2025,437.620176
Q3-2022,2124.029264
Q3-2023,4334.910832
Q4-2022,1495.1664
Q4-2023,261.31994
Q4-2024,2435.264524
Q1-2025,12363.59423
