Customer_ID,Fiscal_Quarter,Transaction_Amount_Local,FX_Rate_To_USD,Discount_Pct
13605,Q3-2023,3667,0.0077,20.8
11526,Q4-2024,67838,0.0031,7.7
13787,Q4-2024,5190,0.27,24.2
13209,Q4-2024,3070,0.054,3.8
10407,Q4-2022,29823,1.09,10.9
14112,Q1-2023,1267,1.09,14.9
10801,Q2-2023,2851,1.09,8.2
13787,Q3-2022,1284,0.27,30.2
14776,Q4-2023,25397,1.0,14.2
11453,Q4-2024,4764,1.13,20.5
13544,Q4-2024,6760,0.032,4.8
12930,Q3-2024,1636,0.012,13.5
11597,Q1-2023,55840,0.0003,5.9
11941,Q2-2027,3806,0.012,3.1
10835,Q4-2023,1410,1.09,6.0
10438,Q2-2023,5814,0.2,10.7
12440,Q2-2025,8457,0.018,4.3
14672,Q3-2022,1391,0.128,25.7
10782,Q1-2025,4868,0.0031,22.4
10702,Q3-2024,102,1.0,17.2
14068,Q3-2022,5550,0.27,18.3
10678,Q2-2023,10575,0.27,9.3
11019,Q1-2026,17247,0.0067,9.7
14041,Q3-2024,2285,1.0,12.0
11727,Q1-2024,1426,1.0,25.6
12103,Q4-2024,1355,0.22,20.1
12293,Q1-2025,276,0.74,0.0
13512,Q2-2024,8128,1.09,7.5
10762,Q4-2025,9967,0.018,9.9
13198,Q1-2022,8953,0.2,12.6
10251,Q4-2022,4671,1.09,17.5
13063,Q1-2026,7557,1.09,9.3
11944,Q4-2023,32259,0.27,3.6
13598,Q3-2023,7392,0.032,13.3
10210,Q3-2025,3177,1.0,14.0
14197,Q4-2025,5766,0.044,0.0
12060,Q2-2023,1656,1.09,16.4
14944,Q2-2025,25757,0.22,28.9
13083,Q3-2022,3804,1.0,9.0
10645,Q2-2022,7500,0.27,10.0
11479,Q2-2024,2087,0.0003,27.6
13081,Q1-2023,14895,0.2,5.1
14513,Q3-2024,8450,0.0003,28.5
12009,Q1-2022,1414,1.0,1.3
12019,Q1-2024,9781,1.0,2.4
12819,Q3-2024,2198,0.032,22.6
10725,Q1-2025,5278,0.65,0.5
14911,Q2-2023,1874,1.0,
13039,Q1-2023,21339,1.0,3.1
12907,Q2-2022,5740,0.27,27.6
10103,Q2-2026,17939,1.0,0.0
13603,Q3-2024,1587,1.27,23.1
12649,Q3-2024,1224,1.27,13.9
10235,Q3-2023,7495,0.012,21.9
14573,Q3-2025,1039,1.09,11.3
12188,Q3-2022,1254,1.09,3.5
14295,Q3-2024,576,0.74,15.3
14633,Q4-2024,3501,0.0011,16.2
10956,Q3-2023,21281,0.054,29.9
11038,Q4-2023,2070,1.27,18.9
14553,Q4-2025,34763,0.054,4.7
10337,Q2-2026,12840,0.012,3.2
11230,Q3-2023,11966,0.096,6.3
13445,Q4-2023,6126,0.14,19.4
11284,Q4-2022,563,1.0,4.7
12753,Q3-2025,9399,0.0001,26.2
14498,Q1-2024,830,1.0,6.1
10595,Q1-2023,10783,0.22,8.5
11522,Q3-2025,5535,1.09,21.5
10546,Q3-2023,11012,1.27,22.2
12931,Q2-2024,15157,1.27,9.9
12391,Q3-2024,820,0.0011,10.5
14485,Q3-2023,5278,0.0067,23.5
12359,Q4-2024,31916,1.27,16.5
12491,Q4-2024,2809,0.22,12.9
13285,Q1-2025,7370,1.0,3.4
12878,Q3-2024,4146,0.65,27.7
13961,Q1-2025,9158,0.0003,14.2
11030,Q3-2023,693,0.058,12.3
11070,Q2-2025,7545,0.74,22.6
12438,Q3-2022,28800,1.09,10.0
11901,Q2-2023,2337,1.09,13.3
14116,Q4-2025,9837,0.0008,2.8
10060,Q1-2023,13183,1.0,6.4
13811,Q4-2023,6630,0.74,11.3
10665,Q4-2023,1606,0.2,18.1
11211,Q2-2025,1283,1.0,8.7
13025,Q2-2022,250,0.0003,11.9
11577,Q4-2022,11014,1.09,6.4
11077,Q2-2025,353,0.27,17.2
13260,Q2-2026,63734,0.044,9.5
11247,Q2-2022,14045,0.0,17.0
14484,Q2-2023,25014,0.054,12.2
10843,Q4-2023,2124,1.27,17.8
12836,Q1-2025,3404,1.09,2.8
11604,Q1-2025,4607,0.74,25.6
12254,Q3-2023,3487,0.27,8.9
11797,Q3-2025,3496,0.0067,9.3
11448,Q2-2022,3627,1.09,22.2
10826,Q1-2026,1073,0.74,8.8
10021,Q3-2022,10696,0.018,
14950,Q4-2024,32855,1.09,5.8
13799,Q2-2024,1072,0.74,17.5
12391,Q2-2024,350,0.0011,17.8
14588,Q4-2022,10973,1.09,15.8
13704,Q2-2024,4954,1.09,
13064,Q1-2024,12483,0.0067,20.4
12771,Q3-2025,47780,1.0,6.4
10891,Q2-2025,5805,0.128,21.7
13223,Q3-2024,15440,1.09,11.2
12105,Q3-2024,15488,1.27,21.7
14028,Q1-2025,4136,0.74,21.7
13467,Q1-2024,12433,1.09,18.2
11594,Q1-2024,5321,0.65,13.8
14994,Q1-2023,5684,0.74,9.7
13497,Q2-2022,1539,0.74,10.2
13814,Q4-2022,6469,0.61,10.1
12564,Q2-2025,6240,1.09,24.4
12403,Q4-2022,1434,1.09,12.1
13119,Q1-2022,3107,1.09,13.4
14615,Q4-2023,1408,1.0,16.7
14542,Q4-2024,11116,0.22,
11969,Q3-2023,1804,0.27,24.0
12602,Q2-2025,11048,0.0091,10.6
10433,Q2-2024,4800,0.0077,26.0
13269,Q2-2023,407,0.012,17.6
12765,Q3-2028,22324,0.054,0.0
14391,Q4-2025,5898,0.054,7.1
10673,Q4-2023,1694,1.09,39.6
12004,Q3-2024,7431,1.09,13.0
13065,Q1-2023,1022,0.0,11.8
14303,Q4-2022,3177,0.0003,22.2
10173,Q2-2022,7676,0.74,0.8
13126,Q1-2024,19220,1.09,2.7
13935,Q2-2023,234,0.65,25.2
12842,Q3-2022,1550,0.27,11.8
13702,Q1-2022,47278,1.09,7.0
13916,Q4-2024,2063,0.27,20.7
11708,Q4-2024,6612,1.09,11.9
11574,Q2-2025,2101,0.27,19.0
10069,Q4-2023,23830,1.27,
10525,Q4-2025,36604,1.27,0.3
11746,Q4-2024,8365,1.0,15.8
12355,Q3-2023,899,1.13,19.0
11689,Q3-2023,21834,1.09,6.8
13601,Q1-2024,19457,1.09,13.6
10387,Q1-2025,2558,1.0,14.6
12663,Q2-2023,2718,0.0006,19.7
12822,Q4-2022,3007,0.27,13.4
14946,Q4-2023,2942,1.0,15.8
13223,Q1-2025,29116,1.09,13.9
12097,Q2-2024,4260,1.09,4.8
10092,Q1-2025,15938,0.0067,15.2
10242,Q1-2023,7084,1.27,11.1
12051,Q3-2025,28388,0.0091,19.5
14887,Q2-2025,16778,0.0067,14.1
13235,Q4-2025,10343,0.0001,7.1
13569,Q1-2024,1960,0.012,18.8
12505,Q3-2022,17635,1.09,4.4
14338,Q1-2023,3549,1.09,6.7
10746,Q4-2023,3760,1.0,13.6
14910,Q4-2025,11924,0.0008,6.1
13208,Q2-2024,1850,1.09,4.9
13750,Q3-2023,2641,1.09,4.5
14870,Q2-2022,748,0.028,6.6
14787,Q3-2023,1070,0.2,17.2
11036,Q2-2024,25969,0.14,19.2
11560,Q1-2024,7550,0.0011,32.9
12977,Q1-2023,3555,0.74,
11754,Q1-2024,2850,0.018,33.2
10060,Q1-2028,3825,1.0,4.8
12923,Q1-2024,4521,0.74,1.9
12948,Q3-2025,1274,1.09,11.8
11423,Q2-2025,1121,0.27,15.2
10717,Q1-2024,9557,0.74,9.4
12232,Q1-2025,14886,0.2,12.2
13609,Q1-2023,13219,0.0011,6.0
12186,Q2-2022,2347,1.09,6.2
12546,Q4-2023,7582,1.27,22.5
11661,Q4-2026,24788,1.09,5.5
14022,Q1-2022,7044,0.0031,1.4
13463,Q4-2022,403,0.0077,7.2
14525,Q1-2024,2745,1.0,5.7
14569,Q3-2023,1645,1.0,4.3
10176,Q1-2024,4997,1.0,4.2
12734,Q1-2025,471,0.0003,18.5
12958,Q2-2028,67882,0.0011,2.6
11497,Q4-2023,6137,1.09,17.6
11309,Q1-2026,20191,1.09,
12078,Q3-2026,26940,0.0031,9.5
14711,Q3-2022,7024,0.74,14.0
10701,Q3-2023,39195,0.74,9.1
14261,Q2-2022,2263,0.0091,19.8
10645,Q2-2023,7601,0.27,14.8
14859,Q4-2023,31078,0.095,6.5
14875,Q1-2023,11583,0.2,11.7
11338,Q4-2023,1329,1.09,11.1
11758,Q2-2022,4141,0.14,30.3
11829,Q4-2023,29010,0.27,26.1
13773,Q4-2023,9339,0.012,6.4
14747,Q3-2023,1603,0.27,13.6
12272,Q3-2024,823,0.018,0.7
10007,Q4-2022,26044,0.65,
14825,Q2-2025,3952,1.09,16.4
11314,Q3-2022,6084,0.74,5.6
11808,Q4-2024,6065,0.22,10.9
11445,Q3-2022,2018,0.2,6.0
12275,Q1-2023,5110,0.012,33.2
10044,Q3-2023,4123,1.09,24.8
11870,Q1-2023,1870,0.044,39.3
14445,Q3-2025,1622,0.012,5.8
13246,Q2-2024,9950,0.74,12.9
11976,Q1-2023,901,1.0,10.7
11261,Q4-2026,12342,0.14,3.9
12815,Q1-2028,19958,1.09,20.3
11713,Q4-2024,7153,1.27,19.5
11336,Q3-2023,13409,1.09,32.0
11838,Q3-2023,1474,0.054,26.9
10968,Q2-2023,25004,1.27,0.8
12115,Q2-2023,11161,0.65,4.5
11543,Q1-2025,2837,0.028,20.7
14130,Q2-2023,3508,0.032,19.8
10859,Q3-2024,3177,1.09,
13753,Q2-2023,10762,0.65,11.3
13191,Q4-2025,17735,0.27,6.2
11438,Q4-2022,3628,1.27,13.3
14046,Q4-2023,4927,1.0,0.1
10469,Q1-2026,6263,0.095,5.1
11921,Q2-2024,216,0.0067,22.2
14233,Q2-2024,4654,0.27,7.8
11336,Q1-2023,12718,1.09,17.5
12726,Q3-2023,7494,1.09,
13271,Q1-2022,14434,1.13,39.8
11953,Q2-2023,270,1.0,13.0
11571,Q2-2023,1247,0.012,
13899,Q4-2022,8641,1.27,2.9
13102,Q1-2022,1797,0.058,11.2
13382,Q3-2022,1435,0.044,30.0
14150,Q4-2022,1122,1.0,13.6
10190,Q1-2026,40529,0.22,9.5
14512,Q1-2024,584,0.096,23.8
12035,Q4-2023,15943,0.74,1.4
10217,Q4-2023,3938,1.09,
10885,Q4-2022,28494,1.13,4.6
10678,Q1-2025,2551,0.27,15.9
10364,Q1-2027,16362,0.0001,0.0
11028,Q3-2024,654,1.0,6.5
10699,Q4-2024,4980,0.0008,
13537,Q3-2025,12362,1.0,2.3
14235,Q2-2025,5558,1.0,3.3
10254,Q3-2025,2729,0.65,12.0
13872,Q3-2025,4659,0.14,7.0
10340,Q1-2023,7844,1.27,25.3
10867,Q2-2024,28266,0.74,17.6
14995,Q1-2025,6353,1.09,6.3
11795,Q2-2022,4763,0.054,25.3
14681,Q1-2025,667,0.22,28.4
13999,Q4-2024,1303,0.032,16.7
13244,Q2-2023,3806,1.09,3.9
14401,Q1-2024,19047,0.27,16.1
14394,Q2-2023,631,0.2,4.7
14711,Q4-2023,5163,0.74,9.6
10776,Q4-2023,1009,1.0,22.6
14166,Q1-2022,5132,1.09,10.3
14225,Q2-2023,3584,1.0,9.1
12877,Q2-2025,10791,0.032,
14450,Q2-2023,2392,1.09,3.5
13760,Q3-2025,829,0.2,5.5
14953,Q1-2025,2688,0.74,8.8
11128,Q3-2022,3167,1.0,7.9
14598,Q1-2026,20020,1.09,0.0
11316,Q2-2024,33032,0.25,9.9
13744,Q2-2022,4317,0.012,22.1
11621,Q2-2026,10330,0.65,9.3
11770,Q1-2024,23569,1.09,17.0
12774,Q1-2022,10848,0.22,5.5
12086,Q4-2025,7370,0.0067,14.2
12514,Q4-2028,4852,0.012,5.2
11779,Q4-2023,2385,1.09,17.7
11430,Q4-2022,785,0.74,20.8
10897,Q2-2022,3171,1.0,9.7
14404,Q1-2024,4767,1.09,9.4
13113,Q2-2022,27448,0.22,10.9
13614,Q2-2024,18596,1.0,37.5
11474,Q2-2024,994,0.044,13.9
11455,Q1-2022,4765,0.27,22.2
11655,Q2-2025,467,0.095,23.6
10686,Q3-2023,3161,1.0,17.8
12628,Q1-2024,7158,0.0001,16.3
10543,Q3-2022,8280,0.27,24.7
12422,Q2-2024,68211,0.2,10.1
10323,Q2-2023,5954,0.14,10.0
13905,Q4-2023,385,0.22,16.8
12866,Q2-2025,13934,1.09,
12011,Q1-2023,28361,1.0,14.9
11038,Q3-2023,180,1.27,26.1
10361,Q3-2024,5512,0.032,34.1
12270,Q1-2023,21456,1.09,36.0
12475,Q1-2023,906,1.09,10.8
12869,Q4-2024,2201,0.27,15.8
12797,Q4-2022,1112,0.0003,
12644,Q4-2026,3089,0.012,35.3
14758,Q3-2024,5032,0.095,31.1
14887,Q4-2025,4049,0.0067,12.8
10280,Q2-2024,18658,0.012,37.7
11851,Q1-2024,6672,0.0031,3.4
13665,Q3-2023,42050,1.0,16.5
14186,Q2-2023,10771,0.0091,28.9
12044,Q3-2025,24144,0.0011,22.7
10745,Q3-2023,4131,0.012,30.1
13878,Q3-2023,46565,0.012,20.3
11302,Q4-2022,7078,0.25,21.0
12949,Q4-2023,1798,1.27,28.0
13990,Q4-2024,9148,1.09,24.6
10289,Q3-2023,4963,1.27,18.9
11447,Q3-2023,782,0.012,22.6
10576,Q2-2024,1486,1.0,23.1
13920,Q3-2022,749,0.0067,10.4
12612,Q3-2023,6292,0.0067,14.6
14955,Q3-2022,4517,0.012,2.5
11490,Q3-2024,4917,0.0036,18.9
14765,Q3-2023,4616,1.09,16.9
10722,Q1-2024,2872,1.0,14.4
14926,Q3-2022,5842,0.032,13.3
14696,Q3-2023,9087,1.09,11.9
12372,Q3-2022,2195,0.0008,16.9
13341,Q4-2023,2559,0.74,7.2
11666,Q4-2023,1186,0.012,35.5
11696,Q1-2025,1263,1.27,22.9
13886,Q2-2023,84878,0.74,7.6
13274,Q3-2024,20960,0.012,12.0
13800,Q1-2025,55047,1.09,7.0
14236,Q4-2022,34328,1.27,13.6
12877,Q1-2026,2345,0.032,8.5
10718,Q1-2024,16386,0.0031,8.5
10749,Q2-2023,614,0.128,10.4
14303,Q1-2023,8942,0.0003,26.2
11256,Q4-2023,27631,0.028,40.5
13264,Q1-2025,1619,0.0,29.5
12348,Q2-2023,10145,1.09,29.4
14762,Q3-2022,527,1.0,29.3
14432,Q4-2023,17446,0.2,33.1
11797,Q2-2025,1674,0.0067,17.1
11072,Q3-2024,11125,1.0,9.8
11827,Q3-2024,1026,1.0,17.5
13760,Q3-2024,9165,0.2,7.3
10671,Q2-2023,2990,0.27,9.8
14791,Q4-2024,14492,0.0011,16.5
12098,Q3-2024,4656,1.09,28.8
14745,Q4-2024,34661,0.65,7.6
10413,Q4-2023,8686,1.09,2.7
14233,Q2-2024,4059,0.27,7.8
12409,Q3-2022,422,0.27,10.4
12084,Q3-2022,1874,0.2,13.6
12065,Q4-2024,634,1.09,25.1
10390,Q3-2023,14614,0.028,25.2
12492,Q4-2022,1113,0.0031,12.3
10876,Q4-2023,4975,1.09,27.9
11130,Q1-2026,8767,1.0,14.7
12675,Q2-2025,2718,1.09,11.9
10290,Q1-2023,3555,0.27,15.4
10445,Q2-2028,19080,0.61,8.1
11622,Q1-2025,460,1.27,22.2
10410,Q4-2022,14315,0.74,29.7
14261,Q2-2024,396,0.0091,15.4
12886,Q2-2025,39907,1.09,4.0
14984,Q1-2024,5285,0.27,
13803,Q4-2024,1457,1.0,8.4
14417,Q3-2024,519,1.09,19.0
10385,Q1-2023,290,0.0011,11.0
10201,Q2-2025,2196,0.0011,11.0
11255,Q4-2024,9337,0.018,17.4
10811,Q4-2022,50767,0.147,2.4
11333,Q4-2023,6177,0.25,18.6
13444,Q3-2024,553,1.09,15.3
12251,Q4-2022,1841,1.09,13.9
14723,Q2-2025,18650,1.13,9.1
10120,Q4-2024,26566,0.25,9.2
13082,Q1-2027,69988,0.27,8.0
10678,Q1-2024,16370,0.27,16.8
11041,Q2-2026,6440,1.09,6.2
10944,Q1-2023,662,0.74,9.1
13842,Q1-2023,59037,0.74,7.4
11250,Q1-2025,16709,1.09,33.6
13192,Q4-2022,22075,0.0008,1.8
13613,Q1-2025,16575,0.032,8.2
12086,Q4-2027,18429,0.0067,8.5
11956,Q2-2024,6626,1.09,20.3
14371,Q3-2025,672,0.14,5.7
12974,Q2-2027,15859,1.0,22.9
13885,Q2-2024,2908,0.25,20.4
10683,Q4-2024,21698,0.058,14.7
13314,Q4-2022,20946,1.27,
12864,Q3-2025,10059,0.25,0.6
12831,Q4-2024,26101,0.128,6.5
10801,Q3-2023,7376,1.09,5.1
12533,Q1-2023,1528,1.09,4.7
12116,Q4-2022,3928,0.0001,16.6
12831,Q2-2023,40463,0.128,6.5
13021,Q4-2023,3598,0.2,15.7
10513,Q2-2026,7765,1.09,
12552,Q3-2025,172,0.27,19.0
10269,Q1-2024,8003,0.018,11.1
11017,Q3-2023,2296,0.74,
11577,Q4-2023,11141,1.09,4.5
12058,Q4-2025,2900,0.74,13.3
14331,Q1-2026,28868,0.27,7.9
10083,Q2-2023,7710,1.09,34.3
14012,Q2-2024,22216,0.012,2.3
14638,Q2-2024,4474,0.65,10.0
10062,Q4-2023,71,0.74,12.3
12258,Q3-2025,5182,0.018,8.4
12282,Q1-2025,862,1.0,4.6
12569,Q3-2024,3056,0.018,
14642,Q2-2026,18578,0.74,6.8
14411,Q4-2023,12643,1.09,10.3
13031,Q1-2022,839,0.27,19.2
13958,Q4-2024,2406,0.0006,22.2
13752,Q1-2026,377,1.09,18.1
12957,Q2-2026,11093,1.09,3.5
11602,Q2-2026,36684,1.0,4.9
11740,Q2-2024,13631,1.09,9.5
10236,Q3-2024,1783,0.27,11.6
10539,Q3-2027,23812,1.09,10.8
11491,Q2-2023,12176,0.0011,3.8
13390,Q4-2024,570,0.044,1.8
12643,Q1-2024,1389,1.09,
11897,Q3-2022,21871,0.028,9.7
14083,Q3-2023,17629,1.0,
11623,Q2-2024,3319,1.0,18.3
12318,Q4-2022,4080,0.032,12.3
13957,Q1-2023,19819,0.098,11.7
12848,Q4-2024,5876,1.27,6.5
11660,Q1-2025,4871,0.096,0.0
11933,Q1-2022,3045,0.22,9.8
11462,Q3-2024,463,0.0067,22.7
10016,Q4-2026,5368,1.27,8.7
12274,Q3-2024,8776,0.0011,14.0
11864,Q4-2022,5334,1.09,
14427,Q3-2027,29944,0.74,3.5
14808,Q4-2023,1632,1.0,17.0
13298,Q2-2023,159,1.27,13.3
14007,Q2-2023,4813,1.0,24.6
14031,Q1-2024,6478,1.09,29.5
13627,Q1-2022,18203,1.27,25.1
10682,Q1-2025,17812,1.09,0.6
10245,Q2-2025,7466,1.09,7.8
13621,Q4-2023,4762,0.0,6.9
11921,Q2-2022,129,0.0067,12.1
12926,Q4-2024,4957,0.2,17.2
13611,Q3-2024,9612,0.74,20.0
10431,Q3-2023,4745,1.09,29.6
14632,Q2-2023,3090,0.128,19.9
14981,Q2-2024,1291,1.27,25.4
10250,Q3-2023,1169,0.74,24.1
11381,Q4-2024,550,0.012,29.5
13423,Q1-2023,4397,0.0006,11.7
14963,Q3-2023,1020,0.74,12.2
10804,Q2-2025,475,0.044,17.2
10067,Q2-2025,4229,0.27,18.0
10902,Q3-2023,6314,1.0,4.1
10029,Q2-2027,18037,0.27,4.7
12557,Q3-2023,7309,1.27,9.7
12611,Q2-2025,6811,0.0067,21.0
12816,Q1-2023,3043,1.27,2.1
10422,Q1-2025,7151,1.13,5.5
12178,Q1-2024,391,0.032,25.8
14167,Q2-2025,1566,0.27,0.0
11039,Q4-2023,1976,0.2,
13850,Q4-2024,18701,0.032,6.0
10025,Q4-2023,1009,0.054,6.6
11687,Q3-2023,2051,0.22,9.5
13216,Q1-2024,5393,1.0,4.3
10179,Q3-2022,789,0.25,19.4
10927,Q1-2024,18351,0.74,14.6
12814,Q2-2024,4882,0.0003,8.0
12118,Q3-2025,4444,0.012,9.9
12370,Q3-2024,737,0.028,18.5
10764,Q4-2024,27776,0.028,12.2
11649,Q1-2026,14506,0.018,45.4
11988,Q3-2023,7212,1.0,12.2
13907,Q2-2022,21784,1.09,38.3
10823,Q1-2024,3131,0.012,16.0
14747,Q1-2024,3069,0.27,
11634,Q4-2024,6990,0.27,8.5
12942,Q3-2024,37609,1.09,7.7
10089,Q3-2025,8364,0.0,4.5
11290,Q1-2024,5679,0.0001,13.4
12690,Q4-2022,327,1.09,15.3
10155,Q4-2025,35830,1.0,11.1
13776,Q4-2023,6968,0.058,16.7
10213,Q2-2025,12144,0.61,13.4
11117,Q3-2024,423,1.09,7.7
13602,Q3-2023,11994,1.0,6.5
11670,Q4-2025,894,0.0008,14.3
10819,Q2-2024,33990,1.09,16.4
12198,Q3-2023,3463,0.14,15.3
13225,Q1-2026,6167,0.27,11.8
12171,Q2-2025,435,0.25,18.2
10051,Q3-2022,70379,0.2,10.5
12408,Q3-2024,33712,0.22,6.0
12732,Q1-2022,6027,1.09,5.4
14167,Q4-2025,3908,0.27,0.0
13094,Q3-2022,2975,0.0036,32.9
10636,Q4-2024,6600,0.27,
14647,Q3-2024,9392,0.096,17.2
10679,Q2-2022,6508,0.0067,5.8
10395,Q3-2024,34100,0.096,8.5
11113,Q4-2023,21267,0.0011,19.4
13787,Q1-2022,4332,0.27,30.6
14005,Q1-2023,468,1.0,21.7
13223,Q2-2024,29742,1.09,19.7
10674,Q3-2022,1140,1.09,10.7
10580,Q3-2024,5879,0.0067,12.1
11092,Q4-2022,807,1.0,7.9
12331,Q4-2024,7145,0.2,6.3
12632,Q2-2024,276,0.012,19.4
14103,Q3-2022,20074,1.09,12.7
10771,Q3-2022,3108,0.65,5.9
11541,Q3-2026,1832,0.0001,27.1
13596,Q4-2026,7490,0.0067,24.1
14318,Q4-2024,4311,1.09,6.7
11165,Q3-2028,4950,0.0001,3.1
12711,Q4-2022,3305,0.096,28.3
10282,Q4-2024,6700,1.27,4.8
12230,Q3-2022,7713,0.0036,17.2
12500,Q1-2026,3395,1.0,17.6
14350,Q4-2023,20738,1.0,16.3
11166,Q2-2022,15786,0.0006,20.2
11107,Q2-2023,1028,0.0091,
10931,Q1-2024,20673,0.0036,12.6
12222,Q4-2022,669,0.2,14.9
12779,Q4-2022,74663,0.2,8.3
12526,Q1-2025,6029,0.0011,8.8
12329,Q1-2023,2981,1.27,5.6
14211,Q3-2022,2871,0.22,11.9
13790,Q1-2022,5600,0.74,12.0
10368,Q4-2025,25976,0.65,3.9
14525,Q3-2023,16072,1.0,11.3
11233,Q1-2024,16694,0.74,7.0
14014,Q1-2025,5021,1.27,9.8
14259,Q3-2023,5963,1.09,17.8
12789,Q3-2025,13351,1.09,
14383,Q3-2024,2010,1.13,8.4
12234,Q1-2024,899,1.09,35.5
13180,Q4-2023,3535,1.09,11.7
12319,Q2-2023,3163,1.09,27.1
12837,Q4-2022,621,0.0011,13.0
13759,Q1-2026,2836,1.09,25.0
11731,Q2-2023,22779,0.65,23.6
12497,Q3-2024,520,1.09,10.3
13689,Q4-2022,6429,1.0,13.1
12487,Q1-2023,7052,0.27,8.7
13802,Q2-2022,8764,1.27,10.0
13406,Q4-2023,16792,0.74,30.9
12918,Q3-2024,2875,1.0,16.6
12678,Q2-2023,12801,0.128,31.0
10977,Q1-2025,568,0.0067,9.8
10867,Q3-2025,35599,0.74,28.6
13632,Q1-2027,24768,0.147,34.9
11896,Q4-2024,17310,1.0,1.3
12718,Q3-2022,2269,0.74,21.3
13125,Q4-2022,12304,0.22,10.6
14975,Q3-2022,4415,0.032,13.6
14195,Q1-2024,58846,1.13,3.7
14150,Q1-2023,639,1.0,14.7
13153,Q4-2022,1225,0.22,8.0
12097,Q2-2025,6366,1.09,4.5
13707,Q2-2025,3481,1.0,17.6
12907,Q2-2023,6783,0.27,26.6
10262,Q1-2024,5295,0.27,34.3
13066,Q2-2023,7670,0.74,17.9
11346,Q2-2024,9146,0.054,7.7
10519,Q3-2023,13516,0.74,7.7
12545,Q2-2023,7225,1.09,18.0
11739,Q1-2023,3147,0.65,11.6
10363,Q4-2026,15210,0.74,11.0
12371,Q1-2025,737,1.27,9.2
14078,Q4-2024,1966,0.012,12.9
11044,Q4-2024,9029,0.0031,13.7
11267,Q4-2022,39575,1.0,2.6
13221,Q2-2023,9348,1.27,1.9
11807,Q3-2023,22754,1.09,8.9
11953,Q2-2024,650,1.0,11.6
12215,Q1-2023,20730,0.74,20.0
11080,Q2-2023,4692,0.0008,23.0
12608,Q1-2022,1647,1.0,1.9
10474,Q2-2025,2341,0.2,19.2
14116,Q3-2025,44218,0.0008,2.7
12726,Q3-2022,9400,1.09,28.3
10493,Q1-2022,1173,0.0011,17.7
12194,Q3-2023,14973,1.13,
14505,Q4-2024,8371,0.27,3.0
10663,Q4-2024,1791,1.09,0.2
12969,Q4-2023,6476,1.0,14.5
13830,Q2-2025,1053,0.22,4.7
11540,Q4-2023,923,0.0067,29.3
12549,Q1-2024,1114,1.0,20.0
12825,Q2-2023,5258,0.0036,23.3
13022,Q1-2024,15762,0.27,8.9
14361,Q3-2023,13721,1.27,5.0
12263,Q1-2025,3164,1.09,
10140,Q2-2023,3368,0.0008,2.9
11439,Q2-2023,627,0.0008,28.2
14753,Q3-2023,1914,1.27,
11282,Q1-2022,404,0.27,29.5
11552,Q1-2024,2592,0.0011,14.8
14843,Q4-2026,14989,0.058,0.0
13669,Q4-2023,9219,0.27,16.7
10620,Q3-2024,28891,1.0,3.4
10595,Q1-2023,12568,0.22,
14715,Q2-2022,21408,1.0,6.9
14352,Q1-2023,52055,0.25,4.2
13089,Q3-2024,10983,1.09,23.4
14272,Q2-2025,2655,0.0067,13.3
13765,Q2-2024,14119,1.09,2.2
13857,Q3-2022,4074,0.14,11.7
14371,Q2-2022,850,0.14,4.8
13062,Q2-2025,5935,0.0011,36.3
10437,Q3-2022,18534,0.74,0.0
10778,Q2-2023,5344,1.09,0.0
14984,Q3-2022,2889,0.27,7.9
11508,Q2-2023,11321,1.0,19.9
12434,Q4-2022,268,0.74,19.9
10336,Q3-2022,410,0.65,
14906,Q1-2025,13345,0.012,11.6
12844,Q2-2022,1342,0.27,8.2
14840,Q2-2025,13777,0.128,14.0
14516,Q3-2024,435,0.028,21.9
11397,Q3-2025,492,0.65,14.3
11163,Q2-2025,6445,1.09,17.6
14731,Q1-2023,967,1.27,11.9
10314,Q1-2027,245,0.054,21.4
10479,Q3-2024,2520,0.22,4.9
11407,Q2-2024,16238,0.61,19.9
10092,Q1-2025,22883,0.0067,17.6
13083,Q4-2023,1572,1.0,8.2
10580,Q3-2024,2177,0.0067,16.9
14454,Q3-2022,2037,0.27,13.5
11113,Q3-2024,9398,0.0011,11.4
10463,Q2-2022,128,1.0,19.0
12342,Q2-2027,23719,1.27,12.0
14383,Q3-2025,2620,1.13,
11236,Q1-2025,6193,1.0,10.8
12483,Q4-2022,50033,1.09,13.4
12539,Q2-2024,2026,1.0,11.1
13917,Q1-2023,212,1.09,37.5
12846,Q3-2022,2284,1.27,22.6
13137,Q2-2024,5506,1.09,21.5
12535,Q4-2023,1293,1.09,15.9
11336,Q1-2024,9800,1.09,14.8
11145,Q2-2024,296,0.27,16.3
12450,Q4-2022,1300,1.13,9.9
12750,Q3-2025,19042,0.74,15.7
12711,Q2-2023,1948,0.096,
12009,Q2-2023,17451,1.0,0.8
11478,Q4-2024,2641,0.096,22.5
12815,Q3-2026,22901,1.09,19.4
13760,Q2-2024,5467,0.2,10.0
11494,Q3-2023,6271,0.74,5.9
11169,Q1-2023,12666,1.09,25.6
11646,Q2-2023,3389,1.0,11.0
10169,Q4-2023,510,1.0,34.9
11973,Q3-2025,8446,0.0003,11.8
11251,Q2-2024,4388,0.74,7.6
10428,Q4-2023,4943,0.74,18.8
14969,Q2-2023,18230,0.058,1.6
14669,Q4-2023,15946,0.028,19.2
