customer_id,last_invoice_amount_usd,lifetime_revenue_usd,add_on_revenue_usd,next_quarter_revenue_usd,acv_local,acv_usd,subscription_value_local,daily_active_users,feature_adoption_pct,sessions_per_user_day,avg_session_minutes,integrations_count,custom_reports_count,automations_active,api_calls_monthly,mobile_users_pct,support_tickets,csat_score,nps_score,renewal_probability,price_sensitivity,renewal_risk_flag,churn
14573,24201,573565,820,24549,85443,93132,98893,136,70.0,4.3,20.0,7,24,21,49540,28.4,4,5.0,64.0,0.95,Medium,Low,0
13149,2860,54736,72,2997,17126,12673,24156,70,44.0,2.4,20.0,9,4,8,12990,37.2,9,3.9,27.0,0.64,Medium,Low,0
10015,349,4663,27,266,7013,1402,9768,4,28.9,1.2,9.0,1,2,1,3384,50.5,12,3.0,3.0,0.3,High,Medium,0
14964,530,11551,527,657,70798,2265,80453,194,83.7,3.7,39.0,7,21,25,52883,23.4,1,4.6,80.0,0.91,Medium,Low,0
10946,5748,67029,445,5097,70629,19069,70629,141,69.1,4.0,28.0,7,18,10,49202,37.8,4,4.6,90.0,0.99,High,Low,0
10248,285,421,82,253,5944,1188,7458,32,44.2,1.9,2.0,0,1,4,6092,14.4,9,2.8,4.0,0.47,High,Low,0
11017,4057,18094,251,5211,21494,15905,25023,89,67.3,1.9,19.0,9,8,12,29463,5.8,2,4.5,38.0,0.66,High,Low,0
10361,171,2539,298,190,23511,752,33444,84,62.6,2.0,19.0,0,4,13,12712,56.0,4,3.4,59.0,0.65,High,Low,0
14800,4925,22477,1231,5576,18171,19806,21105,62,67.0,3.5,15.0,5,10,16,27841,48.0,2,3.9,-5.0,0.77,High,Low,0
11718,4,42,303,4,22548,16,26811,79,60.9,3.1,19.0,7,6,7,37516,46.3,3,4.5,33.0,0.57,Low,Low,0
14452,1,14,367,1,25990,6,33278,52,47.2,3.3,18.0,3,5,8,15518,77.7,7,4.4,-17.0,0.67,Low,Low,0
10664,17797,382379,1053,21239,71349,71349,78148,174,61.9,3.8,24.0,5,15,26,75253,2.7,3,4.7,53.0,0.96,Medium,Low,0
11433,26544,260209,3942,27108,91784,91784,91784,134,73.4,3.0,31.0,12,12,13,50562,42.8,4,5.0,91.0,0.95,Low,Low,0
13380,7327,69784,668,7199,28391,30946,40617,15,32.6,3.5,16.0,1,4,6,13272,42.2,6,3.0,23.0,0.77,High,Low,0
14032,18,166,309,12,4615,83,6097,58,31.6,0.5,11.0,1,2,0,4910,28.0,14,3.1,-26.0,0.38,High,Low,0
13769,150,1462,3171,188,14957,658,16787,62,67.2,2.4,19.0,6,10,12,29741,77.9,7,3.7,25.0,0.64,High,Low,0
11607,620,943,95,585,17453,2443,26207,68,39.2,2.1,12.0,4,5,8,6806,16.9,10,3.5,7.0,0.68,Medium,Low,0
13203,6,61,207,5,22696,24,33231,100,47.7,1.9,9.0,4,6,4,12644,15.3,4,4.6,20.0,0.65,Medium,Low,0
14514,7472,185476,572,7592,41242,26807,45825,137,72.4,4.1,24.0,7,9,17,35961,44.5,2,4.7,59.0,0.79,Low,Low,0
10491,6200,8588,644,6788,18676,23718,18808,70,65.4,4.2,15.0,3,7,9,32936,26.3,0,3.9,69.0,0.83,Medium,Low,0
10863,363,3761,417,434,38940,1246,42419,95,64.2,3.2,18.0,4,3,9,25648,30.8,4,4.5,48.0,0.79,Low,Low,0
12234,6262,72903,66,7071,24590,26803,35898,35,17.3,2.5,11.0,3,6,8,19652,38.1,6,4.0,45.0,0.7,Low,Low,0
12754,9,161,145,8,43347,32,48057,170,69.6,4.8,23.0,9,18,17,50996,24.7,7,4.0,58.0,0.99,Low,Low,0
11384,53,753,130,53,30960,207,46003,34,27.5,1.6,15.0,2,4,11,14921,52.1,3,,,0.49,Medium,Low,0
12073,20242,488593,6586,24815,71220,90449,86749,142,85.1,3.5,18.0,14,21,17,46043,34.4,2,4.7,43.0,0.84,Low,Low,0
13709,2150,2270,99,1476,8774,8774,11954,22,17.0,2.2,5.0,1,2,3,3156,63.3,19,2.4,,0.32,Medium,Low,0
12084,2957,33438,2781,3255,58962,11792,72169,142,100.0,4.1,20.0,13,14,17,10466,36.0,5,4.9,26.0,0.91,Medium,Low,0
11363,758,703,111,898,30642,2910,36654,93,58.6,2.9,16.0,5,5,11,40436,46.3,7,3.8,30.0,0.71,Medium,Low,0
13411,86,96,423,120,32841,394,37025,115,63.9,2.1,18.0,8,7,13,22506,27.3,5,4.6,36.0,0.74,High,Low,0
10507,143,1612,3,131,10018,581,12012,43,21.8,1.9,9.0,4,1,2,5353,38.7,12,2.5,-22.0,0.67,High,Medium,0
12852,2,2,34,1,14985,11,19041,20,33.6,1.6,14.0,3,1,5,6140,38.9,15,2.1,-20.0,0.38,Low,Medium,0
10026,2697,26337,388,3113,38472,10387,41502,133,63.2,4.0,24.0,9,16,18,56761,13.5,6,5.0,49.0,0.9,Medium,Low,0
12118,200,6068,3677,222,65611,787,72821,177,66.5,3.9,21.0,9,16,16,10641,12.0,3,4.5,42.0,0.93,Low,Low,0
11223,235,3801,39,304,23067,1014,35218,92,40.4,3.1,11.0,0,4,5,12452,27.2,5,3.4,10.0,0.78,Medium,Low,0
11114,1878,29291,1004,1826,40731,8960,54747,80,49.7,3.0,12.0,5,7,9,21257,35.2,8,4.4,12.0,0.61,Medium,Low,0
14422,16391,463934,273,24358,77144,77144,85055,168,90.1,5.2,29.0,14,13,17,85746,5.3,6,4.6,36.0,0.89,Medium,Low,0
13650,132,2702,134,141,17528,560,22472,79,41.7,3.0,14.0,4,9,6,16966,12.2,5,,23.0,0.72,Low,Low,0
12581,13,455,511,16,58903,64,67627,140,63.2,2.3,27.0,10,16,17,62086,20.1,1,5.0,85.0,0.84,Low,Low,0
14817,17823,581780,260,21673,83499,83499,84088,176,66.4,4.3,27.0,11,9,21,55854,44.2,3,4.5,76.0,0.78,Medium,Low,0
13165,4223,82434,333,5907,16799,18310,21158,97,66.9,3.3,21.0,5,10,9,30237,53.1,5,4.6,74.0,0.79,High,Low,0
10434,845,6394,33,768,31976,3069,45101,91,63.5,2.8,14.0,2,10,5,10180,16.6,5,4.2,4.0,0.81,High,Low,0
12198,374,2484,122,308,11839,1657,15159,41,40.5,2.6,8.0,0,0,9,5395,34.7,14,2.5,11.0,0.66,Medium,High,0
13366,33,249,303,25,14776,134,16849,15,45.6,0.8,5.0,3,3,2,4189,1.1,7,2.6,-26.0,0.22,High,Low,0
13289,21931,337488,305,20142,72931,79494,81670,154,73.1,1.7,21.0,15,19,26,40039,43.1,3,4.1,24.0,0.97,High,Low,0
12224,12995,276080,603,12298,66068,48890,69473,145,86.2,3.3,24.0,5,14,19,59873,18.5,2,3.8,59.0,0.9,Low,Low,0
13079,57,98,1018,65,22004,200,25177,44,53.2,3.0,16.0,6,9,12,8481,67.1,7,4.2,25.0,0.77,Low,Low,0
14718,5953,59906,3012,7078,22571,22571,27260,74,49.0,3.9,26.0,6,8,9,30793,46.0,5,3.9,28.0,0.47,Medium,Low,0
12265,278,306,315,328,25620,1127,27879,76,39.2,0.5,20.0,4,3,18,33478,38.5,4,3.9,29.0,0.73,Medium,Low,0
13277,3293,22520,404,333,11762,12820,15237,56,30.0,2.4,6.0,2,1,2,2705,45.3,14,3.0,1.0,0.29,Medium,Medium,1
13107,2,24,186,1,9766,10,12300,28,14.9,0.9,8.0,2,1,2,4359,44.8,7,2.3,0.0,0.33,High,Low,0
11103,5,24,95,8,34802,26,46157,79,73.9,5.6,24.0,7,7,15,17367,48.7,8,4.0,52.0,0.63,Low,Low,0
11781,19414,410985,1632,21069,72064,78549,79279,144,93.7,5.4,33.0,8,14,22,39850,17.8,4,4.0,55.0,0.99,Medium,Low,0
12451,6,101,32,6,24513,26,28471,89,47.0,1.9,18.0,7,5,10,13516,27.2,6,3.8,4.0,0.78,High,Low,0
13476,2,15,286,0,8779,9,11432,3,26.8,0.5,4.0,5,5,4,6813,16.1,9,2.8,,0.58,Medium,Medium,1
14094,3602,52276,323,3629,71179,14235,71179,117,73.6,3.6,30.0,6,14,28,67145,14.1,2,4.6,32.0,0.99,Medium,Low,0
10157,26040,394906,2238,19914,72835,79390,73128,163,75.0,4.9,31.0,8,7,15,46209,68.4,3,4.7,46.0,0.95,Low,Low,0
13177,1523,11058,138,1633,23722,6404,36665,51,48.4,2.5,16.0,1,6,8,11922,22.1,5,4.1,40.0,0.55,High,Low,0
13860,2020,29899,550,1868,40579,8115,44691,137,71.3,4.5,30.0,8,17,18,63267,41.1,5,4.3,45.0,0.96,High,Low,0
10616,7,12,860,8,26015,28,31572,75,73.6,4.2,20.0,5,5,11,33413,43.0,9,4.3,47.0,0.82,Low,Low,0
10644,20751,446728,2277,27266,85393,93078,97928,165,100.0,4.5,32.0,7,16,25,37528,33.8,1,3.2,,0.97,Low,Low,0
11610,899,9331,282,29,4291,4291,5318,8,24.5,1.4,20.0,5,1,1,1962,46.0,12,3.6,-14.0,0.35,High,High,1
11938,375,356,1706,485,34162,1503,39043,126,74.7,3.2,20.0,8,11,11,25778,41.8,5,5.0,48.0,0.82,Medium,Low,0
11069,26522,409079,93,31048,78122,99214,80789,124,80.9,1.9,37.0,11,14,27,24048,46.5,3,3.8,30.0,0.81,Low,Low,0
13502,3964,17767,473,4662,20246,13159,22103,57,80.9,2.3,14.0,6,8,5,14623,48.5,7,4.4,51.0,0.77,Low,Low,0
14742,16256,331429,265,21917,75228,81998,93220,196,71.3,3.1,20.0,12,21,23,61250,12.4,4,4.2,92.0,0.99,Low,Low,0
14372,8121,130475,3474,9288,34458,34458,41218,146,85.0,2.8,36.0,9,9,12,35453,6.3,5,4.5,44.0,0.78,High,Low,0
11515,6978,109520,43,6070,34834,25777,46017,29,49.8,2.3,28.0,4,10,16,13927,26.1,5,3.4,0.0,0.49,Low,Low,0
10331,19,56,118,18,9270,62,11690,97,79.7,4.7,19.0,3,7,8,33372,62.2,6,4.4,17.0,0.72,High,Low,0
13339,14599,273930,1807,15903,48418,52775,55782,138,71.4,4.6,22.0,10,15,16,63254,31.9,4,4.7,64.0,0.92,Low,Low,0
12903,4044,61452,441,4094,68667,15106,77416,158,63.8,4.8,26.0,7,13,17,40531,40.8,3,4.1,82.0,0.93,Medium,Low,0
12332,470,5973,45,478,15932,2230,19991,30,34.2,1.3,13.0,3,2,2,3947,41.0,19,3.9,12.0,0.49,Low,Low,0
10623,301,3354,417,332,25449,1374,36099,81,64.3,1.5,16.0,8,7,13,11757,47.6,5,,-4.0,0.62,High,Low,0
11783,4198,43662,2352,3987,57258,15459,60336,162,71.3,2.6,20.0,5,18,30,57460,29.4,5,4.5,80.0,0.77,Low,Low,0
12477,23587,431495,2153,32369,94967,103514,99442,150,98.1,5.2,21.0,5,18,23,60660,36.2,6,3.9,-11.0,0.98,Medium,Low,0
10776,8108,120261,752,9261,31927,31927,45096,70,61.5,0.7,19.0,5,3,10,12942,47.1,4,4.8,36.0,0.73,Medium,Low,0
13091,6093,107176,25,6771,27284,29739,35435,47,55.1,3.2,17.0,4,4,7,15590,24.4,5,3.8,34.0,0.61,High,Low,0
12100,17165,298619,3553,20018,66684,66684,66684,145,63.5,4.9,28.0,6,14,12,30013,23.5,1,4.0,40.0,0.75,High,Low,0
11742,30080,552367,190,28220,98614,107489,112062,158,71.3,3.8,32.0,7,12,23,45942,4.1,4,4.8,58.0,0.98,Low,Low,0
13250,2974,57831,244,130,12327,12327,17289,14,26.9,1.8,9.0,1,1,3,3961,34.8,19,2.9,-12.0,0.35,Medium,Medium,1
10756,3767,64867,60,4600,59606,16093,69149,108,75.5,5.3,26.0,11,18,23,58658,45.6,6,3.6,46.0,0.92,High,Low,0
10519,10801,244473,142,11006,57264,42375,65595,159,58.1,4.6,25.0,9,12,22,54237,9.7,4,3.9,99.0,0.89,Low,Low,0
14054,2909,21226,974,2145,15140,9841,19312,32,22.2,1.2,9.0,1,0,4,2450,7.0,15,3.3,-8.0,0.48,Medium,Low,0
10033,3619,35463,31,48,13101,13101,16075,39,38.9,0.5,15.0,1,5,8,5329,5.2,7,2.7,,0.24,Medium,Medium,1
13129,2085,7106,1034,214,31780,8580,33383,49,64.4,3.6,22.0,2,8,12,22505,50.9,6,,-5.0,0.94,Medium,Low,1
12982,0,18,685,1,84222,5,93580,127,67.4,2.0,26.0,5,11,17,49915,59.3,1,4.8,49.0,0.87,Low,Low,0
11158,29714,834167,2219,31320,111673,111673,123124,149,68.5,5.3,26.0,3,16,22,49064,60.6,0,5.0,35.0,0.98,Low,Low,0
14346,1754,30257,171,1454,24127,6514,36336,80,53.2,0.9,14.0,2,6,10,8905,26.0,6,3.4,29.0,0.66,High,Low,0
10745,41,295,480,26,12650,151,17003,40,35.7,1.8,6.0,2,4,5,6370,52.8,11,3.1,-16.0,0.51,High,Low,0
13540,3,48,41,0,13593,14,16280,25,19.4,2.1,6.0,1,3,2,5541,35.5,14,2.9,10.0,0.43,High,High,1
12911,124,1007,73,153,53295,484,55343,113,72.6,1.8,21.0,3,9,15,33145,23.0,7,4.1,32.0,0.8,Low,Low,0
12096,1126,5140,41,620,14281,3855,17807,67,45.9,2.1,6.0,5,0,4,4266,30.0,14,3.0,0.0,0.43,Medium,Medium,0
12760,84,589,56,84,8117,357,10198,21,51.6,0.5,10.0,1,2,0,6393,59.8,9,2.7,1.0,0.42,High,Medium,0
10784,978,1016,331,1244,29650,4151,36115,82,44.5,2.4,15.0,2,9,7,25575,30.6,4,3.5,37.0,0.71,Medium,Low,0
13567,0,3,259,0,30972,1,45885,66,65.8,3.5,20.0,6,6,4,5989,66.4,7,3.5,5.0,0.63,Low,Low,0
13139,48,39,911,48,25838,173,33254,73,78.0,2.8,12.0,8,6,12,33305,40.1,4,3.9,42.0,0.7,High,Low,0
10230,16,219,1856,1,56305,61,60739,160,86.5,4.6,25.0,5,16,17,40230,46.0,3,4.8,53.0,0.81,High,Low,1
10858,583,2786,25,584,16483,2423,23118,85,48.8,1.2,19.0,5,12,7,12295,55.5,7,3.5,11.0,0.54,High,Low,0
11667,5226,53074,1044,5586,33781,21957,43589,59,83.3,2.4,11.0,2,6,18,11487,23.0,7,3.9,-2.0,0.69,Medium,Low,0
11402,4699,81300,255,5661,97126,19425,101173,177,73.0,5.0,12.0,7,14,15,44427,21.4,5,4.6,48.0,0.99,Low,Low,0
13214,2512,32231,318,2597,31155,8411,36568,48,62.3,5.2,21.0,4,12,12,19970,37.1,6,4.4,,0.75,Medium,Low,0
10409,23,281,2653,21,71556,78,74075,162,81.3,3.4,24.0,8,16,21,53550,58.3,6,3.8,25.0,0.94,Low,Low,0
10171,272,1718,917,263,76930,923,84632,128,63.5,4.5,16.0,9,13,12,57761,29.2,2,3.5,57.0,0.91,Low,Low,0
10541,4726,37566,375,4471,28443,17350,41952,82,55.2,1.7,15.0,2,10,8,10653,31.9,6,3.7,40.0,0.55,High,Low,0
13631,5249,69536,181,5707,74429,18607,79774,178,76.4,2.4,25.0,7,22,10,56110,23.8,5,4.8,56.0,0.88,Low,Low,0
14015,270,297,307,337,34968,1118,38597,99,61.3,4.4,6.0,5,3,13,48056,23.8,5,4.4,30.0,0.59,Medium,Low,0
12733,7791,49153,1231,10045,29867,32555,37103,97,78.0,3.4,23.0,5,9,10,30415,52.7,3,4.2,16.0,0.99,Low,Low,0
10614,2,40,137,3,19501,12,27859,90,35.4,3.0,17.0,3,10,8,4223,26.8,3,4.1,12.0,0.71,High,Low,0
12046,14504,320682,965,13508,81663,49814,89839,134,71.5,2.4,26.0,9,21,19,55060,34.1,3,4.5,47.0,0.97,High,Low,0
12026,332,346,108,214,13846,1315,16504,15,31.4,1.2,15.0,0,4,2,1060,53.4,11,,19.0,0.35,Low,Low,0
13666,1,5,20,0,9927,6,12440,60,5.0,2.6,8.0,2,3,3,6286,52.5,16,3.5,-60.0,0.31,High,High,1
11162,9660,47590,661,12753,35778,38998,39231,92,42.0,4.4,23.0,4,7,12,35882,3.2,1,3.3,-17.0,0.8,High,Low,0
12192,8518,31600,1135,10433,24804,31501,26874,40,43.3,1.1,6.0,3,3,9,17399,26.5,8,3.7,26.0,0.67,High,Low,0
12518,1232,47196,1047,1687,59491,5830,63087,188,82.6,3.2,20.0,9,10,12,58575,46.4,1,5.0,43.0,0.99,Low,Low,0
13048,267,1072,164,325,30443,974,37308,62,36.2,3.8,23.0,5,7,11,32398,34.1,9,2.8,38.0,0.67,Medium,Medium,0
13063,20250,451254,1094,27284,86380,94154,97605,189,92.0,5.1,21.0,14,11,24,57950,11.8,0,4.4,47.0,0.99,Low,Low,0
11618,8,43,1057,10,47733,35,53633,88,53.7,3.0,19.0,7,7,9,25134,27.6,8,3.5,18.0,0.78,Medium,Low,0
12340,0,20,77,1,71529,4,76913,151,69.1,2.6,31.0,5,11,18,45663,16.1,2,4.0,29.0,0.99,Medium,Low,0
10565,238,682,1023,239,32148,900,35445,91,42.3,3.3,17.0,6,4,6,15442,26.5,6,3.5,26.0,0.76,Medium,Low,0
13806,18667,619061,1567,21524,68144,74276,81513,204,82.1,3.4,25.0,7,16,18,15157,17.3,2,4.9,61.0,0.99,Low,Low,0
14721,32,304,432,27,12522,150,15271,22,5.0,4.1,6.0,2,2,1,5533,3.8,13,2.5,2.0,0.43,High,Low,0
14820,1240,5166,3471,1461,33568,4699,37973,70,69.5,3.3,15.0,7,11,6,33703,32.6,7,5.0,40.0,0.72,Low,Low,0
12805,3426,52773,523,4150,75964,15192,76732,139,86.4,4.8,35.0,11,13,20,44646,47.9,1,5.0,59.0,0.99,Low,Low,0
13361,195,1986,37,157,14732,854,18720,59,13.1,1.4,6.0,5,0,1,3247,45.1,12,3.0,-5.0,0.56,Low,Low,0
11558,3020,12870,193,2098,16274,12042,18946,30,29.5,2.0,7.0,1,4,4,6027,20.1,14,3.7,3.0,0.38,Medium,Low,0
13994,4837,9478,2,417,16143,17595,18513,20,5.0,2.7,10.0,2,2,4,2720,35.3,11,2.5,-17.0,0.26,High,High,1
13705,26674,332691,684,25583,90908,99089,96301,176,81.2,3.5,19.0,7,11,20,98320,38.0,3,4.7,74.0,0.88,Low,Low,0
11766,430,7155,8763,497,48891,1564,57587,171,73.0,4.6,31.0,12,16,26,37975,27.9,6,4.8,64.0,0.95,Low,Low,0
14399,14107,215620,1148,18538,91453,59444,99731,141,85.1,2.6,23.0,8,19,30,40207,41.1,4,4.3,77.0,0.87,Low,Low,0
12695,1,22,188,1,26331,6,37670,97,78.8,3.3,6.0,1,9,10,15876,36.4,7,4.4,26.0,0.56,Medium,Low,0
14667,666,21554,702,836,25351,3244,30216,81,22.4,3.0,14.0,3,6,9,12145,27.9,5,3.1,6.0,0.79,Medium,Low,0
14941,0,1,776,0,30870,1,43358,82,40.3,2.3,20.0,3,7,2,13947,47.5,6,4.1,46.0,0.76,Medium,Low,0
11173,17665,407008,436,18942,71768,78227,79215,158,69.2,3.7,19.0,8,17,19,66559,28.6,2,5.0,71.0,0.99,High,Low,0
14522,382,2065,862,215,5164,1394,6579,68,27.7,1.4,2.0,5,3,3,4381,39.9,16,3.3,-8.0,0.58,High,Medium,0
10326,6707,7706,274,9333,40590,30036,41717,68,94.8,4.3,14.0,4,10,11,29837,27.8,8,4.4,31.0,0.75,Medium,Low,0
11052,16440,243297,2111,17550,52170,56865,52170,148,66.0,3.2,23.0,8,12,18,78063,26.6,5,4.6,33.0,0.75,Medium,Low,0
13138,11620,165506,5704,15067,53770,53770,62019,125,50.1,2.5,28.0,14,19,22,66915,21.3,1,4.5,59.0,0.99,Low,Low,0
14991,28155,562210,1259,28147,85903,109096,95342,151,82.3,3.1,22.0,6,15,13,44756,30.5,3,4.3,37.0,0.99,Low,Low,0
13075,79,661,455,64,29566,269,44394,51,43.7,1.5,19.0,7,6,10,9476,24.1,5,3.8,17.0,0.71,Low,Low,0
14848,6766,11282,743,11402,28404,30960,34222,78,69.6,4.0,12.0,5,4,10,32646,29.3,6,3.1,27.0,0.85,Low,Low,0
11670,4,77,54,5,28188,21,38092,72,50.0,2.8,10.0,9,5,8,12608,64.1,5,3.6,40.0,0.76,Low,Low,0
11197,9075,192285,234,8880,50573,32872,57997,118,74.5,3.5,24.0,1,12,11,43413,56.6,3,4.2,42.0,0.99,Low,Low,0
10621,7168,8486,34,11335,30616,33371,35851,93,52.5,3.5,12.0,6,11,17,27464,31.2,4,4.4,20.0,0.71,Medium,Low,0
11527,3039,30754,72,375,8481,10770,11493,46,5.0,1.7,10.0,3,5,2,6640,38.6,21,3.4,-33.0,0.35,Medium,High,1
13067,2181,18330,91,1717,8791,8791,11848,14,15.3,2.5,9.0,1,3,2,3657,15.8,9,2.5,3.0,0.53,High,Low,0
11483,1052,1435,1070,1275,29451,4123,36093,70,38.3,2.4,22.0,6,6,9,35703,54.0,5,4.0,27.0,0.96,High,Low,0
11190,1503,7065,291,185,26883,7258,30654,110,53.1,1.4,17.0,4,12,16,34454,31.6,8,3.2,17.0,0.87,Low,Low,1
10329,701,663,342,807,27299,2620,29738,79,65.1,3.3,18.0,8,4,11,31477,33.8,7,3.8,23.0,0.72,Medium,Low,0
10649,672,771,976,952,31337,3008,32508,76,54.6,3.7,21.0,3,11,13,24309,47.1,5,3.9,44.0,0.71,Low,Low,0
10898,16,316,3984,18,80932,60,94108,146,82.4,6.2,29.0,5,16,19,48190,10.1,4,4.4,64.0,0.82,Low,Low,0
12094,94,2478,2743,101,54604,365,59808,137,77.5,4.0,18.0,10,14,20,66602,14.9,5,3.9,53.0,0.99,Low,Low,0
11124,18713,503117,1439,23120,75276,82050,81204,109,89.8,2.8,29.0,10,14,18,61637,46.0,3,4.4,73.0,0.93,Medium,Low,0
12081,1926,24290,45,1689,13621,8853,18186,27,29.4,0.7,14.0,1,2,4,6978,44.0,8,3.2,-7.0,0.58,High,Low,0
14786,649,4829,75,534,41357,2233,61544,42,62.3,3.2,22.0,4,4,10,7505,49.4,7,4.2,20.0,0.76,High,Low,0
13821,6256,5609,791,7093,21139,23041,24638,98,50.5,2.8,22.0,2,8,11,38753,50.2,8,3.6,12.0,0.75,Low,Low,0
13545,3973,3469,637,52,13291,14487,17466,20,28.0,1.0,7.0,2,4,5,5029,51.0,17,3.1,-16.0,0.58,High,High,1
12136,282,2726,89,28,11253,1102,14711,25,14.6,0.5,7.0,3,2,5,7221,42.1,18,2.6,15.0,0.69,High,Medium,1
12479,282,348,190,187,10660,1023,15654,23,36.1,1.6,5.0,0,5,6,5209,44.2,10,2.9,-35.0,0.39,High,Low,0
11601,8637,49015,42,9201,36879,36879,47710,52,74.2,1.1,12.0,3,6,11,12051,37.5,5,4.3,15.0,0.74,Medium,Low,0
13530,1053,15488,287,78,12936,3492,16822,56,12.7,1.5,3.0,3,2,1,8556,49.7,15,3.4,-25.0,0.5,Medium,High,1
12283,2179,3864,46,1395,11553,8549,14850,49,44.5,1.3,10.0,2,1,4,7779,33.0,8,3.6,-53.0,0.56,High,Low,0
11520,16490,174771,709,22385,60300,76581,70609,150,72.3,3.7,18.0,5,25,27,26414,36.6,3,4.9,,0.97,Low,Low,0
10190,3721,126690,4145,4283,66858,14708,74869,169,89.1,3.5,22.0,4,8,22,37752,46.8,1,3.6,50.0,0.89,Low,Low,0
13468,699,6777,24,436,12101,3025,15051,63,19.9,2.5,4.0,0,1,6,5495,42.2,10,2.6,-3.0,0.42,High,Low,0
11024,217,3496,112,140,5536,775,7035,8,55.3,0.5,7.0,1,1,1,7110,28.8,5,2.6,0.0,0.48,High,Low,0
14569,9879,74021,1179,10850,35263,35263,38164,55,57.3,2.3,16.0,8,7,11,37102,48.4,5,4.1,50.0,0.83,Low,Low,0
14123,1101,13443,932,971,27164,3802,37834,56,44.3,3.3,20.0,4,5,5,16063,47.3,7,3.5,41.0,0.93,Medium,Medium,0
13471,3573,4765,336,457,11757,12815,13122,45,22.1,1.3,21.0,3,3,5,5372,32.7,15,3.5,27.0,0.32,Low,High,1
14852,125,113,1404,127,39144,469,44381,87,74.6,3.1,19.0,4,8,17,25435,32.3,2,4.6,1.0,0.74,High,Low,0
14619,676,5001,568,476,10311,2783,13086,41,26.1,2.8,10.0,0,2,3,5184,66.3,16,3.5,-41.0,0.41,Medium,Low,0
14232,7014,184898,1288,7415,41247,26810,46660,110,66.4,4.8,21.0,6,21,18,29323,20.1,0,4.5,52.0,0.99,Low,Low,0
10810,49,486,316,59,33113,221,46639,59,24.4,4.2,14.0,2,3,3,1545,28.7,7,,15.0,0.63,Low,Low,0
13036,464,1736,2633,803,17214,2409,18875,92,66.9,2.6,23.0,11,6,13,31637,54.2,5,3.9,35.0,0.73,Low,Low,0
10979,3644,20547,6,102,19000,14060,22017,32,27.4,2.5,8.0,2,3,1,5245,54.5,15,3.5,-15.0,0.36,High,Medium,1
12230,31,242,145,32,31518,113,39153,81,64.0,1.0,17.0,3,9,15,30405,45.3,5,3.9,24.0,0.67,Low,Low,0
14066,2620,2476,879,3249,38578,10416,39446,123,52.6,2.0,7.0,4,6,13,26805,34.7,5,4.3,58.0,0.85,Low,Low,0
11882,4,37,1231,6,32633,21,34351,92,61.3,4.0,22.0,7,11,9,30963,58.7,7,4.1,37.0,0.61,High,Low,0
11863,8970,69558,28,8106,32445,32445,44753,51,55.8,2.2,13.0,3,6,10,10296,16.4,4,3.8,3.0,0.75,Medium,Low,0
13987,26690,366681,2697,26736,75493,95876,83789,137,100.0,5.6,22.0,5,18,18,54155,63.9,3,4.6,58.0,0.99,Low,Low,0
12035,16214,306367,1797,16429,78234,57893,79185,128,64.4,4.3,15.0,6,18,15,64146,49.2,2,4.3,49.0,0.97,Low,Low,0
12750,14486,280397,892,15755,80725,59736,95987,113,97.2,2.9,21.0,11,15,19,56559,55.4,1,4.0,60.0,0.95,Low,Low,0
11663,6232,25554,2396,331,35521,26285,43056,92,68.6,2.9,18.0,3,6,15,29574,19.2,9,3.6,51.0,0.88,High,Low,1
12017,13374,348586,830,14802,52796,57547,56226,150,60.5,4.6,28.0,12,22,22,53006,35.5,4,4.5,94.0,0.87,Low,Low,0
14410,748,14779,5650,779,95041,3041,105368,131,74.1,3.8,26.0,10,21,19,48113,28.2,3,,60.0,0.83,Low,Low,0
10175,1468,31203,501,1526,101578,5891,106365,137,98.4,4.4,25.0,4,9,26,62789,36.5,5,4.6,61.0,0.99,Low,Low,0
14949,476,407,1876,511,30331,1637,32336,48,53.9,2.8,18.0,3,11,13,27482,22.8,6,3.7,,0.69,Low,Medium,0
14288,24218,289555,57,29346,83365,90867,92321,169,74.4,5.0,19.0,5,19,13,47326,30.7,1,4.7,,0.8,Low,Low,0
11653,4878,51968,208,5489,68294,18439,79228,112,69.8,4.6,30.0,4,8,18,52677,46.2,2,5.0,18.0,0.99,Low,Low,0
14601,10129,42845,509,12738,35840,39065,41434,66,60.6,3.4,19.0,5,8,8,27327,21.8,7,4.0,41.0,0.76,Low,Low,0
10218,11284,308493,123,11954,43742,43742,48711,127,74.7,4.8,25.0,8,15,22,57372,41.5,1,4.6,38.0,0.82,Medium,Low,0
14581,93,1117,805,116,31940,383,32962,62,58.4,3.6,17.0,4,8,13,26120,36.4,1,4.4,34.0,0.69,Low,Low,0
13966,6709,182628,794,8382,41866,30980,46210,149,69.9,2.0,35.0,9,10,16,58271,12.9,2,4.4,,0.99,Medium,Low,0
11445,2904,72104,1169,3559,56393,11278,61565,144,70.2,4.8,15.0,7,19,24,17930,34.1,0,4.6,79.0,0.72,High,Low,0
10691,17595,337172,67,21735,61408,66934,65398,158,64.2,4.5,21.0,9,11,25,55127,23.1,2,4.2,39.0,0.91,Medium,Low,0
14427,15831,308550,362,20676,85538,63298,90231,118,72.6,3.1,28.0,6,16,26,51860,49.1,5,3.6,41.0,0.99,Medium,Low,0
12379,1321,36131,6816,1830,65046,6244,72759,168,74.3,2.9,23.0,10,10,23,40850,31.8,1,3.9,61.0,0.99,Medium,Low,0
